hour,fluctuate,trend,tick_volume,fluctuate_mean,fluctuate_max,fluctuate_min,trend_mean,trend_max,trend_min,tick_volume_mean,tick_volume_max,tick_volume_min
07:00:00,3.8600000000001273,3.7100000000000364,1144,3.3669999999999733,11.36999999999989,1.3399999999999181,1.8894999999999869,11.190000000000055,0.029999999999972715,1247.55,2089,749
08:00:00,4.930000000000064,1.8199999999999363,2483,4.161904761904767,9.430000000000064,2.0699999999999363,1.9833333333333376,6.75,0.12999999999988177,2321.5714285714284,3280,1401
09:00:00,6.649999999999864,2.3400000000001455,5025,4.989999999999988,9.199999999999818,2.630000000000109,2.500952380952391,6.740000000000009,0.32999999999992724,3221.7619047619046,4743,1952
10:00:00,7.190000000000055,5.580000000000155,3622,4.112857142857181,7.0900000000001455,2.8199999999999363,1.970476190476185,5.25,0.3000000000001819,2683.0,3853,1552
11:00:00,2.130000000000109,1.2799999999999727,2121,3.4276190476190487,5.539999999999964,2.0900000000001455,1.7690476190475692,3.979999999999791,0.029999999999972715,2283.190476190476,3723,1462
12:00:00,1.5699999999999363,1.1300000000001091,1633,3.5861904761904735,8.410000000000082,1.6400000000001,1.8304761904761715,7.849999999999909,0.07000000000016371,1924.952380952381,2642,1060
13:00:00,3.790000000000191,1.7000000000000455,2592,4.169999999999975,6.430000000000064,2.869999999999891,1.8295238095237805,4.589999999999918,0.22000000000002728,2560.714285714286,3852,1300
14:00:00,4.029999999999973,0.7599999999999909,3759,4.8457142857142745,9.039999999999964,2.5799999999999272,2.208571428571412,8.5,0.029999999999972715,3647.0476190476193,4929,2240
15:00:00,3.9500000000000455,0.7899999999999636,4575,5.851428571428544,8.789999999999964,2.9099999999998545,2.829523809523791,5.670000000000073,0.44000000000005457,4179.047619047619,5210,2781
16:00:00,8.690000000000055,7.7000000000000455,4437,6.19809523809522,12.789999999999964,3.1099999999999,3.0604761904762006,11.190000000000055,0.009999999999990905,3824.714285714286,4923,2280
17:00:00,4.240000000000009,1.3900000000001,3454,4.255238095238112,7.350000000000136,2.019999999999982,1.7514285714285809,3.980000000000018,0.009999999999990905,3298.4761904761904,4008,1890
18:00:00,3.5299999999999727,1.5799999999999272,3286,5.5699999999999905,13.259999999999991,2.3700000000001182,2.88571428571426,8.350000000000136,0.33999999999991815,3282.9523809523807,4852,1985
19:00:00,4.240000000000009,3.019999999999982,3294,5.310476190476178,8.040000000000191,3.1399999999998727,2.7442857142857195,6.0,0.30999999999994543,3806.5714285714284,5193,1792
20:00:00,7.619999999999891,7.25,2891,10.958095238095233,18.149999999999864,5.120000000000118,5.4061904761904644,14.360000000000127,0.5099999999999909,5990.380952380952,7168,4178
